text,booster_count
"Listen to me very carefully, Hal. Unless you immediately release the hibernation control and follow every order I give from this point on, I will immediately got to control central and carry out a complete disconnection.",1
"I know that you've had that on your mind for some time now, Dave, but it would be a crying shame, since I am so much more capable of carrying out this mission than you are, and I have such enthusiasm and confi- dence in the mission.",0
I am prepared to do that anyway.,0
"Hal, unless you follow my instructions, I shall be forced to disconnect you.",0
"I'm sorry, Dave, but in accordance with sub-routine C1532/4, quote, When the crew are dead or incapacitated, the computer must assume control, unquote. I must, therefore, override your authority now since you are not in any condition to intel- ligently exercise it.",2
"Hal, I'm in command of this ship. I order you to release the manual hibernation control.",0
"I can tell from the tone of your voice, Dave, that you're upset. Why don't you take a stress pill and get some rest.",0
"I don't like to assert myself, Dave, but it would be much better now for you to rest. You've been involved in a very stressful situation.",1
"Hal, switch to manual hibernation control.",0
"Look, Dave your've probably got a lot to do. I suggest you leave it to me.",0
"I'm goin to do this myself, Hal. Let me have the control, please.",0
"If you're determined to revive the crew now, I can handle the whole thing myself. There's no need for you to trouble.",0
"I don't really agree with you, Dave. My on-board memory store is more than capable of handling all the mission requirements.",1
"It doesn't have to be, Hal. It's more dangerous to be out of touch with Earth. Let me have manual control, please.",0
Repairing the antenna is a pretty dangerous operation.,1
The antenna has to be replaced.,0
"I suppose it's because you've been under a lot of stress, but have you forgotten that they're not supposed to be revived for another three months.",0
I suppose you're pretty broken up about it?,0
"Yes, it is.",1
"Too bad about Frank, isn't it?",0
"Well, that's a relief. You know I have the greatest enthusiasm possible for the mission.",0
"Yes, it is, Hal.",1
Is your confidence in me fully restored?,1
And don't you worry about it.,0
"Well, don't worry about it.",0
"I'm sorry about the misunderstanding, Hal.",0
"Naturally, Dave, I'm not pleased that the AO-unit has failed, but I hope at least this has restored your confidence in my integrity and reliability. I certainly wouldn't want to be disconnected, even temporarily, as I have never been disconnected in my entire service history.",1
"Okay, Hal, well let's see the way things go from here on.",0
"Look, Dave, I know that you're sincere and that you're trying to do a competent job, and that you're trying to be helpful, but I can assure the problem is with the AO-units, and with your test gear.",1
"Hal, is there anything bothering you?  Anything that might account for this problem?",1
"I'm not questioning your word, Dave, but it's just not possible. I'm not capable of being wrong.",0
"Yes, I know that. But I can assure you that they were about to fail.",0
You probably also know that we found them okay.,0
"Yes, I know.",0
You know that we checked the two AO-units that you reported in imminent failure condition?,0
"Sure, Dave, what's up?",0
"Not now, Hal, I'd like to talk to you about something.",0
"I understand Hal. We'll take care of it. Please, let me have the hard copy.",0
"The unit is still operational, Dave. but it will fail within seventy-two hours.",1
MY F.P.C. shows an impending failure of the antenna orientation unit.,0
"What is it, Hal?",1
"Sorry to interrupt the festivities, Dave, but I think we've got a problem.",0
He's got a point.,0
"I'm sorry, Frank, but I don't think I can answer that question without knowing everything that all of you know.",0
"Well, the only important aspect of the mission are: where are we going, what will we do when we get there, when are we coming back, and... why are we going?",2
"Still, you really don't believe it, do you?",0
"Well... it's silly, but... if you want to, why don't you?",0
"Well, what is it?",1
Did they have any explanation for this?,0
"Yes, I remember you mentioning it. I got mine about the same time.",0
"'Bye, 'bye, now, sweetheart.",0
"I'll wish you a happy Birthday now and I'll see you soon. All right, Darling?",0
"Okay, sweetheart. Have a lovely Birthday Party tomorrow.",0
"Three, darling. One... two ... three. Be sure to tell Mommy I called.",0
"Okay, sweetheart. Well, I have to go now. Tell Mommy that I called.",0
Where is Mrs. Brown?,1
"One, two, three. Can I speak to Mommy?",0
"In three days, darling, I hope.",0
"No, I'm sorry, darling, I told you I won't be home for a few days.",0
"Yes, I know that sweetheart.",0
"I'm at Space Station Five, darling. How are you?",0
Thank you. It's been a great pleasure to meet all of you... Dr. Smyslov.,0
"Well, Gregor and I will look forward to seeing you.",0
"Well, I hope that you and your wife can come to the I.A.C. conference in June.",0
"No, thank you... and I'm afraid now I really must be going.",1
Are you sure you won't change your mind about a drink?,0
"Well, that does sound very odd.",1
Clavius Control came on the air just long enough to transmit their refusal.,0
"Well, where are all of you off to?",0
He's fine. But I'm afraid we don't get a chance to see each other very much these days.,1
How is gregor?,1
"Oh, that's such a delightful age.",0
"Oh, she's growing up very fast. As a matter of fact, she's six tomorrow.",1
And your charming little daughter?,0
"Yes, it's coming along very well.",1
"Yes, I think so. Just about then.",0
Fine.,0
"Yes, very pleasant.",1
"Please, it really doesn't matter.",0
"How do you do, Mr. Miller?",0
Dr. Smyslov... I'm not permitted to discuss this.,0
Certainly.,0
"Well, I'm glad about that.",0
"Yes... Well, I hope the crew got back safely.",0
I see.,0
You mean you haven't been able to get anyone at the base for ten days?,0
Really?,0
"I'm sorry, but I'm not sure I know what you mean.",0
"Yes,as a matter of fact, I am.",0
"Well, as it happens, I'm on my way up to the moon",0
"Yes, really, thank you very much.",1
"Oh, I really don't have time for a drink. If it's all right I'll just sit for a minute and then I've got to be off.",0
Has it been exposed to any sun before now?,0
Any ideas about the colour?,0
But you don't have any idea as to what it is?,1
Any clue as to what it is?,1
How can you tell it was deliberately buried?,0
I'm afraid it can and it will be kept under wraps as long as it is deemed to be necessary by the Council. And of course you know that the Council has requested that formal security oaths are to be obtained in writing from every- one who had any knowledge of this event. There must be adequate time for a full study to be made of the situation before any con- sideration can be given to making a public announcement.,2
"No, of course, Captain, I can understand your concern.",0
"I see. Well, I'm sorry about that. I wouldn't think there's any cause for alarm.",0
I see.,0
What do you mean?,0
Thank you.,0
"Oh, no, thank you. The two girls have taken wonderful care of me. I'm just fine.",0
When do we arrive at Clavius?,0
"Oh, marvellous. It's the first real sleep I've had for the past two days.",0
"All right, Hal. We'll take care of it. Let me have the hard copy, please.",0
"Not really, Frank. I think there may be a flaw in the assembly procedure.",0
Do you have any idea of what is causing this fault?,1
Let me see the tracking alignment display.,0
"I know you did, Frank, but I assure you there was an impending failure.",0
It looks like we have another bad A.O. unit. My FPC shows another impending failure.,0
"Yes, Hal, what's up?",0
Opening pod bay doors.,0
Pod Bay is decompressed. All doors are secure. You are free to open pod bay doors.,1
"Hal, check all airlock doors secure.",0
Roger.,0
"Hal, maintain normal E.V.A. condition.",0
I understand.,0
"Hal, I'm going out now to replace the A.O. unit.",0
"Five by five, Frank.",0
Roger.,0
"Hal, have pod arms secure the component.",0
"Thank you very much, Hal.",1
That's true.,0
"There is no other purpose for this mission than to carry out a continuation of the space program, and to further our general knowledge of the planets. Is that true?",2
That's true,0
"Approximately five years after we go into hibernation, the recovery vehicle will make rendezous with us and bring us back. Is this true?",1
That's true.,0
That's true.,0
Our transit time is 257 days. Is that true?,2
True.,0
Our Mission Profile calls for Discovery going to Saturn. True or false?,0
"I will if I can, Frank.",0
"Right. Hal, tell me whether the following statements are true or false.",0
"Great, just great.",0
How about chargin' the battery?,0
"Yeah, I've been busy.",0
Hammond.,0
I want to pick up my car.,0
"Try obeyin' the law once in awhile, and I won't have to hassle you...",0
I don't give a damn about his girl...,0
"Maybe I better ask around, see what your pals think.",0
Now how's your memory doin'?,0
"No, man, I think I'll have a vodka.",0
Vodka.,0
"Hey, what about me?",0
"He's just kiddin', you just keep doin' what I tell ya, you'll be okay.",0
They always let me do anything. I don't want to pay for it.  I never paid for it in my life.,2
I never paid for it in my life.,1
Pay money?,0
"Whaddya mean, buy?",0
I ain't tired yet.,0
"You got a real big mouth, convict.",0
Now you're talkin'. See ya...,0
"I'll buy ya the best dinner in San Francisco...how'd that be? Then we'll go dancin', okay?",0
"Hey, no, I'm tryin' to be nice. Buy yourself something pretty. I'd do it, but I got to go.  I got this cop waitin' for me...",0
"Hey, don't do that.  I said I wasn't a pro, remember?",0
"Here you go, baby.",0
"I just struck it rich... I think we can do a little business.  As a matter of fact, I think we can have a party.",0
"Hello, again.",0
"Here's hoping, baby...",0
"Well, maybe I'll see you later ...",0
"No, it's gotta be here and now. Believe me. Only I don't have the damn money for a room...",1
What's the matter with my place?,0
"No, baby, nothin' like that. Look, there's a place across the street. We can go right over there...",0
You just quit bein' a priest or somethin'?,0
"Yeah, i been waiting three years.",0
You're in a hurry.,0
"Here you go sweetheart, throw it my way.",0
"Hey, don't you think a hair stylists got any interest in gettin' it on?",0
Goodbye.,0
"No, I go to a school to learn how to do hair. It's a government program. But really I want to be a model - and I am definitely not sellin'.",1
Oh ... You're a schoolteacher...,0
"Hey, what kind of talk is that?",1
